#CODE GEOPOST;pltri;service mark;FAMILLE GEO ;service text;description produit;PRODUIT CHRONOPOST;NAT OU INTER;parstictise jour;CDB13 O N;PRECOCE;MULTICOLIS fr;instance poste;SAC o OU n;SUFFIXE;CODE fact;libel25;CODE EXP;SERVICE ELEMENT2;libelle fa;ON;;
#;;;;;;;;;;;;;;;;;;;;;;
985;S985;B;22;PM3-6-RDV2-FRESH;FRAIS RDV 13 SA....;O;N;VE;N;N;O;N;N;VF;2E;RDV FRESH SA;655;;RDVFRESH SA.;O;624;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
962;S962;B;20;AM0-RDV2-FREE-NO;CONGELE RDV 8 10...;O;N;SE;N;O;O;N;N;VF;2F;RDV FREEZE.;555;;FREEZE RDV...;P;605;
963;S963;B;22;AM2-RDV2-FREE-NO;CONGELE RDV 10 18..;O;N;SE;N;N;O;N;N;VF;2F;RDV FREEZE.;555;;FREEZE RDV...;P;615;
964;S964;B;22;PM3-RDV2-FREE-NO;CONGELE RDV 18 22..;O;N;SE;N;N;O;N;N;VF;2F;RDV FREEZE.;555;;FREEZE RDV...;P;625;
;;;;;;;;;;;;;;;;;;;;;;
971;S971;B;20;AM0-6-RDV2-FREEZ;CONGEL RDV 8H SA...;O;N;VE;N;O;O;N;N;VF;2F;RDV FREEZ SA;655;;RDVFREEZE SA;O;606;
972;S972;B;22;AM2-6-RDV2-FREEZ;CONGEL RDV 10 SA...;O;N;VE;N;N;O;N;N;VF;2F;RDV FREEZ SA;655;;RDVFREEZE SA;O;616;
988;S988;B;22;PM3-6-RDV2-FREEZ;CONGEL RDV 13 SA...;O;N;VE;N;N;O;N;N;VF;2F;RDV FREEZ SA;655;;RDVFREEZE SA;O;626;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
980;18H.;R;22;PM2-SH0P-NO.....;CHRONO RELAIS 16...;S;O;SE;N;N;N;N;N;JB;2Z;18H REL....;555;;Chrono Relais;P;999;
981;SA18;R;22;PM2-6-SH0P-NO...;CHRONO RELAIS 16 SA;S;O;VE;N;N;N;N;N;JB;2Z;SA18 REL...;655;;ChronI Relais;O;999;
980;LU18;R;22;PM2-SH0P-NO.....;CHRONO RELAIS 16...;S;O;VE;N;N;N;N;N;JB;2Z;LU18 REL...;555;;Chrono Relais;O;999;
;;;;;;;;;;;;;;;;;;;;;;
983;12H.;V;22;PM3-6-RDV2-SWAP-;SWAP RDV SA 13 18..;O;N;VE;N;N;N;N;N;RV;3W;SWAP RDV SA;655;;SWAP RDJ SA..;O;999;
984;12H.;.;22;SD2-6-RDV2-SWAP-;SWAP RDV SD SA18 20;O;N;VE;N;N;N;N;N;MJ;3V;SWAP JOU SA;655;;SWAP RDV SA J;O;999;
;;;;;;;;;;;;;;;;;;;;;;
947;12H.;.;22;SD2-RDV2-SWAP...;SWAP SAME DAY 19 20;O;N;SE;N;N;N;N;N;MJ;3V;SWAP RDV SA;555;;SWAP RDJ.....;P;999;
948;12H.;V;22;PM3-RDV2-SWAP...;SWAP RDV 18 22.....;O;N;SE;N;N;N;N;N;RV;3W;SWAP RDV SA;555;;SWAP RDV.....;P;999;
949;S9..;V;22;AM0-RDV2-SWAP...;SWAP RDV 8 10......;O;N;SE;N;N;N;N;N;RV;3W;SWAP RDV SA;555;;SWAP RDV ....;P;999;
950;S9..;V;22;AMO-6-RDV2-SWAP.;SWAP RDV SA 8 10...;O;N;VE;N;N;N;N;N;RV;3W;SWAP RDV SA;655;;SWAP RDV SA..;P;999;
951;12H.;V;22;AM2-RDV2-SWAP...;SWAP RDV 10 18.....;O;N;SE;N;N;N;N;N;RV;3W;SWAP RDV SA;555;;SWAP RDV ....;P;999;
952;SA12;V;22;AM2-6-RDV2-SWAP-;SWAP RDV SA 10 13..;O;N;VE;N;N;N;N;N;RV;3W;SWAP RDV SA;655;;SWAP RDV SA..;P;999;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
368;INT.;E;30;IE2-PSD.........;RELAIS DOM.........;O;I;SE;O;N;O;O;N;FR;4P;REL DOM...;555;;REL DOM.......;P;999;
369;INT.;R;30;IE2-6-PSD.......;RELAIS DOM SAMEDI..;O;I;SE;O;N;O;O;N;FR;4P;REL DOM SA;655;;REL DOM SA....;P;999;
370;S370;.;22;ECOD............;CHRONO DIRECT......;O;I;SE;O;N;O;O;N;FR;4Q;CHR DIR...;555;;CHR DIRECT....;P;999;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
885;S9..;.;9;AM0-NO..........;REV 9 NO IP........;O;N;SE;O;O;O;O;N;RR;4R;9H........;555;;REVERSE 9.....;P;999;
886;SAS9;.;9;AM0-6-NO........;REV 9 SAM NO IP....;O;N;VE;O;O;O;O;N;RR;4R;SA9.......;655;;REVERSE SA9...;O;999;
885;LUS9;.;9;AM0-NO..........;REV 9 NO IP........;S;N;VE;O;O;O;O;N;RR;4R;LU9.......;155;;REVERSE LU9...;O;999;
180;S9..;.;21;AM1-NO..........;REV NO.............;S;N;SE;O;O;O;N;N;RR;4S;10H.......;555;;REVERSE 10....;P;999;
183;SAS9;.;21;AM1-6-NO........;REV SAMEDI NO......;S;N;VE;O;O;O;N;N;RR;4S;SA10......;655;;REVERSE SA10..;O;999;
180;LUS9;.;21;AM1-NO..........;REV LUNDI NO.......;S;N;VE;O;O;O;N;N;RR;4S;LU10......;155;;REVERSE LU10..;O;999;
898;12H.;.;22;AM2-NO..........;REV NO.............;S;N;SE;O;N;O;N;N;RR;4T;13H.......;555;;REVERSE 13....;P;999;
896;SA12;.;22;AM2-6-NO........;REV SAMEDI NO......;S;N;VE;O;N;O;N;N;RR;4T;SA13......;655;;REVERSE SA13..;O;999;
898;LU12;.;22;AM2-NO..........;REV LUNDI NO.......;S;N;VE;O;N;O;N;N;RR;4T;LU13......;155;;REVERSE LU13..;O;999;
835;18H.;.;10;PM2-NO..........;REV NPO............;S;N;SE;O;N;O;N;N;RR;4U;18H.......;555;;REVERSE 18....;P;999;
834;SA18;.;10;PM2-6-NO........;REV SAMEDI NO......;S;N;VE;O;N;O;N;N;RR;4U;SA18......;655;;REVERSE SA18..;O;999;
835;LU18;.;10;PM2-NO..........;REV LUNDI NO.......;S;N;VE;O;N;O;N;N;RR;4U;LU18......;155;;REVERSE LU18..;O;999;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
112;S112;A;22;D-FRESH.........;FROID IMPORT.......;O;.;SE;O;N;N;N;N;VF;4X;FRESH 13H.;555;;FRESH 13H IMP.;P;999;
114;S114;A;22;D-RETURN-FRESH..;FROID RETURN.......;O;.;SE;O;N;N;N;N;VF;4X;FRESH 13 R;555;;FRESH 13 RET..;P;999;
;;;;;;;;;;;;;;;;;;;;;;
112;DPD.;A;22;D-FRESH.........;FROID EXPORT.......;O;I;SE;O;N;O;O;N;VF;4X;FRESH CLA.;555;;FRESH 13H EXPO;P;999;
114;DPD.;A;22;D-RETURN-FRESH..;FROID RETURN EXPORT;O;I;SE;O;N;O;O;N;VF;4X;FRESH 13 R;555;;FRESH 13 RET..;P;999;
